,Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
775,26,776,082.0 077.0,19-4903HO-HY-074-1606-08200770-0154A-3,154,8.9,33.64,,26.072,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,154.0,8.9,8.88,33.64,26.07,195.9,0.39,,,,,,,,,,155,,,,,,,,
776,26,777,082.0 077.0,19-4903HO-HY-074-1606-08200770-0200A-7,200,8.05,33.864,,26.378,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.05,8.03,33.864,26.37,167.4,0.47,,,,,,,,,,201,,,,,,,,
777,26,778,082.0 077.0,19-4903HO-HY-074-1606-08200770-0235A-3,235,7.7,33.96,,26.505,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,235.0,7.7,7.68,33.96,26.5,155.9,0.53,,,,,,,,,,236,,,,,,,,
778,26,779,082.0 077.0,19-4903HO-HY-074-1606-08200770-0250A-7,250,7.49,33.968,,26.541,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.49,7.47,33.968,26.54,152.6,0.55,,,,,,,,,,251,,,,,,,,
779,26,780,082.0 077.0,19-4903HO-HY-074-1606-08200770-0300A-7,300,6.86,33.96,,26.623,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,6.86,6.83,33.96,26.62,145.3,0.63,,,,,,,,,,302,,,,,,,,
780,26,781,082.0 077.0,19-4903HO-HY-074-1606-08200770-0312A-3,312,6.72,33.95,,26.634,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,312.0,6.72,6.69,33.95,26.63,144.3,0.65,,,,,,,,,,314,,,,,,,,
781,26,782,082.0 077.0,19-4903HO-HY-074-1606-08200770-0376A-3,376,6.19,33.98,,26.727,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,376.0,6.19,6.16,33.98,26.72,136.0,0.74,,,,,,,,,,378,,,,,,,,
782,26,783,082.0 077.0,19-4903HO-HY-074-1606-08200770-0400A-7,400,6.04,33.999,,26.761,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.04,6.01,33.999,26.76,133.0,0.77,,,,,,,,,,403,,,,,,,,
783,26,784,082.0 077.0,19-4903HO-HY-074-1606-08200770-0500A-7,500,5.49,34.083,,26.896,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.49,5.45,34.083,26.89,121.0,0.89,,,,,,,,,,503,,,,,,,,
784,26,785,082.0 077.0,19-4903HO-HY-074-1606-08200770-0600A-7,600,5.09,34.17,,27.013,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.09,5.04,34.17,27.01,110.7,1.01,,,,,,,,,,604,,,,,,,,
785,26,786,082.0 077.0,19-4903HO-HY-074-1606-08200770-0634A-3,634,4.98,34.2,,27.049,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,634.0,4.98,4.93,34.2,27.04,107.5,1.05,,,,,,,,,,639,,,,,,,,
786,26,787,082.0 077.0,19-4903HO-HY-074-1606-08200770-0700A-7,700,4.79,34.221,,27.088,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.79,4.73,34.221,27.08,104.3,1.12,,,,,,,,,,705,,,,,,,,
787,26,788,082.0 077.0,19-4903HO-HY-074-1606-08200770-0800A-7,800,4.49,34.253,,27.147,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.49,4.43,34.253,27.14,99.3,1.22,,,,,,,,,,806,,,,,,,,
788,26,789,082.0 077.0,19-4903HO-HY-074-1606-08200770-0900A-7,900,4.19,34.288,,27.207,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.19,4.12,34.288,27.2,94.0,1.32,,,,,,,,,,907,,,,,,,,
789,26,790,082.0 077.0,19-4903HO-HY-074-1606-08200770-1000A-7,1000,3.9,34.323,,27.266,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.9,3.82,34.323,27.26,88.8,1.41,,,,,,,,,,1008,,,,,,,,
790,26,791,082.0 077.0,19-4903HO-HY-074-1606-08200770-1020A-3,1020,3.84,34.33,,27.277,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1020.0,3.84,3.76,34.33,27.27,87.8,1.43,,,,,,,,,,1029,,,,,,,,
791,27,792,082.0 067.0,19-4903HO-HY-074-2154-08200670-0000B-3,0,14.2,33.37,,24.887,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,14.2,14.2,33.37,24.88,305.6,0.0,,,,,,,,,,0,,,,,,,,
792,27,793,082.0 067.0,19-4903HO-HY-074-2154-08200670-0009A-3,9,13.66,33.33,,24.968,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,13.66,13.66,33.33,24.96,298.1,0.02,,,,,,,,,,9,,,,,,,,
793,27,794,082.0 067.0,19-4903HO-HY-074-2154-08200670-0010A-7,10,13.62,33.326,,24.973,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,13.62,13.62,33.326,24.97,297.6,0.03,,,,,,,,,,10,,,,,,,,
794,27,795,082.0 067.0,19-4903HO-HY-074-2154-08200670-0020A-7,20,13.29,33.289,,25.011,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,13.29,13.29,33.289,25.01,294.3,0.06,,,,,,,,,,20,,,,,,,,
795,27,796,082.0 067.0,19-4903HO-HY-074-2154-08200670-0023A-3,23,13.2,33.28,,25.022,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,23.0,13.2,13.2,33.28,25.02,293.3,0.06,,,,,,,,,,23,,,,,,,,
796,27,797,082.0 067.0,19-4903HO-HY-074-2154-08200670-0030A-7,30,12.88,33.28,,25.086,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,12.88,12.88,33.28,25.08,287.4,0.08,,,,,,,,,,30,,,,,,,,
797,27,798,082.0 067.0,19-4903HO-HY-074-2154-08200670-0045A-3,45,12.17,33.28,,25.223,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,45.0,12.17,12.16,33.28,25.22,274.7,0.13,,,,,,,,,,45,,,,,,,,
798,27,799,082.0 067.0,19-4903HO-HY-074-2154-08200670-0050A-7,50,11.96,33.28,,25.263,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.96,11.95,33.28,25.26,271.0,0.14,,,,,,,,,,50,,,,,,,,
799,27,800,082.0 067.0,19-4903HO-HY-074-2154-08200670-0067A-3,67,11.32,33.28,,25.381,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,67.0,11.32,11.31,33.28,25.38,260.1,0.19,,,,,,,,,,67,,,,,,,,
800,27,801,082.0 067.0,19-4903HO-HY-074-2154-08200670-0075A-7,75,11.05,33.291,,25.438,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,11.05,11.04,33.291,25.43,254.9,0.21,,,,,,,,,,75,,,,,,,,
801,27,802,082.0 067.0,19-4903HO-HY-074-2154-08200670-0089A-3,89,10.59,33.33,,25.55,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,89.0,10.59,10.58,33.33,25.55,244.5,0.24,,,,,,,,,,89,,,,,,,,
802,27,803,082.0 067.0,19-4903HO-HY-074-2154-08200670-0100A-7,100,10.21,33.401,,25.67,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.21,10.2,33.401,25.67,233.2,0.27,,,,,,,,,,100,,,,,,,,
803,27,804,082.0 067.0,19-4903HO-HY-074-2154-08200670-0125A-7,125,9.43,33.598,,25.954,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.43,9.42,33.598,25.95,206.6,0.32,,,,,,,,,,126,,,,,,,,
804,27,805,082.0 067.0,19-4903HO-HY-074-2154-08200670-0134A-3,134,9.18,33.68,,26.059,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,134.0,9.18,9.17,33.68,26.05,196.8,0.34,,,,,,,,,,135,,,,,,,,
805,27,806,082.0 067.0,19-4903HO-HY-074-2154-08200670-0150A-7,150,8.84,33.806,,26.211,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.84,8.82,33.806,26.21,182.6,0.37,,,,,,,,,,151,,,,,,,,
806,27,807,082.0 067.0,19-4903HO-HY-074-2154-08200670-0180A-3,180,8.34,34.0,,26.441,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,180.0,8.34,8.32,34.0,26.44,161.2,0.42,,,,,,,,,,181,,,,,,,,
807,27,808,082.0 067.0,19-4903HO-HY-074-2154-08200670-0200A-7,200,8.1,33.984,,26.464,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.1,8.08,33.984,26.46,159.3,0.45,,,,,,,,,,201,,,,,,,,
808,27,809,082.0 067.0,19-4903HO-HY-074-2154-08200670-0250A-7,250,7.56,33.962,,26.526,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.56,7.54,33.962,26.52,154.0,0.53,,,,,,,,,,251,,,,,,,,
809,27,810,082.0 067.0,19-4903HO-HY-074-2154-08200670-0274A-3,274,7.35,33.96,,26.555,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,274.0,7.35,7.32,33.96,26.55,151.6,0.57,,,,,,,,,,276,,,,,,,,
810,27,811,082.0 067.0,19-4903HO-HY-074-2154-08200670-0300A-7,300,7.01,33.961,,26.603,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.01,6.98,33.961,26.6,147.2,0.61,,,,,,,,,,302,,,,,,,,
811,27,812,082.0 067.0,19-4903HO-HY-074-2154-08200670-0365A-3,365,6.24,33.98,,26.72,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,365.0,6.24,6.21,33.98,26.72,136.5,0.7,,,,,,,,,,367,,,,,,,,
812,27,813,082.0 067.0,19-4903HO-HY-074-2154-08200670-0400A-7,400,6.04,33.987,,26.752,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.04,6.01,33.987,26.75,133.9,0.75,,,,,,,,,,403,,,,,,,,
813,27,814,082.0 067.0,19-4903HO-HY-074-2154-08200670-0500A-7,500,5.67,34.02,,26.824,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.67,5.63,34.02,26.82,128.0,0.88,,,,,,,,,,503,,,,,,,,
814,27,815,082.0 067.0,19-4903HO-HY-074-2154-08200670-0545A-3,545,5.6,34.04,,26.849,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,545.0,5.6,5.55,34.04,26.84,126.1,0.94,,,,,,,,,,549,,,,,,,,
815,27,816,082.0 067.0,19-4903HO-HY-074-2154-08200670-0600A-7,600,5.37,34.103,,26.927,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.37,5.32,34.103,26.92,119.2,1.0,,,,,,,,,,604,,,,,,,,
816,27,817,082.0 067.0,19-4903HO-HY-074-2154-08200670-0700A-7,700,4.97,34.218,,27.065,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.97,4.91,34.218,27.06,106.8,1.12,,,,,,,,,,705,,,,,,,,
817,27,818,082.0 067.0,19-4903HO-HY-074-2154-08200670-0800A-7,800,4.57,34.335,,27.203,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.57,4.51,34.335,27.2,94.2,1.22,,,,,,,,,,806,,,,,,,,
818,27,819,082.0 067.0,19-4903HO-HY-074-2154-08200670-0821A-3,821,4.49,34.36,,27.232,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,821.0,4.49,4.43,34.36,27.23,91.6,1.24,,,,,,,,,,827,,,,,,,,
819,27,820,082.0 067.0,19-4903HO-HY-074-2154-08200670-0900A-7,900,4.27,,,,,,,7,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.27,,,,,,,,,,,,,,,909,,,,,,,,
820,27,821,082.0 067.0,19-4903HO-HY-074-2154-08200670-1000A-7,1000,3.98,,,,,,,7,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.98,,,,,,,,,,,,,,,1010,,,,,,,,
821,27,822,082.0 067.0,19-4903HO-HY-074-2154-08200670-1100A-7,1100,3.7,,,,,,,7,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.7,,,,,,,,,,,,,,,1111,,,,,,,,
822,27,823,082.0 067.0,19-4903HO-HY-074-2154-08200670-1200A-7,1200,3.41,,,,,,,7,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.0,3.41,,,,,,,,,,,,,,,1212,,,,,,,,
823,27,824,082.0 067.0,19-4903HO-HY-074-2154-08200670-1201A-3,1201,3.41,34.2,,27.217,,,,3,2.0,,2.0,8.0,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1201.0,3.41,,34.2,,,,,,,,,,,,,1213,,,,,,,,
824,28,825,092.0 039.0,19-4903NS-HY-059-2242-09200390-0000B-3,0,14.37,33.55,,24.99,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,14.37,14.37,33.55,24.99,295.7,0.0,,,,,,,,,,0,,,,,,,,
825,28,826,092.0 039.0,19-4903NS-HY-059-2242-09200390-0009A-3,9,14.23,33.55,,25.02,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,14.23,14.23,33.55,25.02,293.2,0.02,,,,,,,,,,9,,,,,,,,
826,28,827,092.0 039.0,19-4903NS-HY-059-2242-09200390-0010A-7,10,14.22,33.55,,25.022,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,14.22,14.22,33.55,25.02,293.0,0.02,,,,,,,,,,10,,,,,,,,
827,28,828,092.0 039.0,19-4903NS-HY-059-2242-09200390-0020A-7,20,14.05,33.546,,25.054,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,14.05,14.05,33.546,25.05,290.2,0.05,,,,,,,,,,20,,,,,,,,
828,28,829,092.0 039.0,19-4903NS-HY-059-2242-09200390-0026A-3,26,19.76,33.53,,23.706,,,,3,2.0,8.0,2.0,,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,26.0,19.76,,33.53,,,0.07,,,,,,,,,,26,,,,,,,,
829,28,830,092.0 039.0,19-4903NS-HY-059-2242-09200390-0030A-7,30,13.83,33.534,,25.091,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,13.83,13.83,33.534,25.09,287.0,0.08,,,,,,,,,,30,,,,,,,,
830,28,831,092.0 039.0,19-4903NS-HY-059-2242-09200390-0048A-3,48,13.3,33.49,,25.165,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.0,13.3,13.29,33.49,25.16,280.4,0.13,,,,,,,,,,48,,,,,,,,
831,28,832,092.0 039.0,19-4903NS-HY-059-2242-09200390-0050A-7,50,13.22,33.478,,25.172,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,13.22,13.21,33.478,25.17,279.8,0.14,,,,,,,,,,50,,,,,,,,
832,28,833,092.0 039.0,19-4903NS-HY-059-2242-09200390-0074A-3,74,12.08,33.37,,25.311,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,74.0,12.08,12.07,33.37,25.31,267.1,0.21,,,,,,,,,,74,,,,,,,,
833,28,834,092.0 039.0,19-4903NS-HY-059-2242-09200390-0075A-7,75,12.03,33.371,,25.321,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,12.03,12.02,33.371,25.32,266.1,0.21,,,,,,,,,,75,,,,,,,,
834,28,835,092.0 039.0,19-4903NS-HY-059-2242-09200390-0100A-3,100,10.77,33.46,,25.62,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.77,10.76,33.46,25.62,238.1,0.27,,,,,,,,,,100,,,,,,,,
835,28,836,092.0 039.0,19-4903NS-HY-059-2242-09200390-0125A-7,125,10.13,33.575,,25.82,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,10.13,10.12,33.575,25.82,219.5,0.33,,,,,,,,,,126,,,,,,,,
836,28,837,092.0 039.0,19-4903NS-HY-059-2242-09200390-0149A-3,149,9.78,33.71,,25.985,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,149.0,9.78,9.76,33.71,25.98,204.3,0.38,,,,,,,,,,150,,,,,,,,
837,28,838,092.0 039.0,19-4903NS-HY-059-2242-09200390-0150A-7,150,9.76,33.718,,25.994,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,9.76,9.74,33.718,25.99,203.4,0.38,,,,,,,,,,151,,,,,,,,
838,28,839,092.0 039.0,19-4903NS-HY-059-2242-09200390-0198A-3,198,8.99,34.09,,26.411,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,198.0,8.99,8.97,34.09,26.41,164.7,0.47,,,,,,,,,,199,,,,,,,,
839,28,840,092.0 039.0,19-4903NS-HY-059-2242-09200390-0200A-7,200,8.96,34.09,,26.416,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.96,8.94,34.09,26.41,164.3,0.47,,,,,,,,,,201,,,,,,,,
840,28,841,092.0 039.0,19-4903NS-HY-059-2242-09200390-0250A-7,250,8.33,34.09,,26.514,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,8.33,8.3,34.09,26.51,155.6,0.55,,,,,,,,,,251,,,,,,,,
841,28,842,092.0 039.0,19-4903NS-HY-059-2242-09200390-0298A-3,298,7.8,34.09,,26.593,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,298.0,7.8,7.77,34.09,26.59,148.7,0.63,,,,,,,,,,300,,,,,,,,
842,28,843,092.0 039.0,19-4903NS-HY-059-2242-09200390-0300A-7,300,7.78,34.089,,26.595,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.78,7.75,34.089,26.59,148.5,0.63,,,,,,,,,,302,,,,,,,,
843,28,844,092.0 039.0,19-4903NS-HY-059-2242-09200390-0399A-3,399,6.73,34.05,,26.712,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,399.0,6.73,6.69,34.05,26.71,138.2,0.77,,,,,,,,,,402,,,,,,,,
844,28,845,092.0 039.0,19-4903NS-HY-059-2242-09200390-0400A-7,400,6.73,34.051,,26.713,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.73,6.69,34.051,26.71,138.2,0.77,,,,,,,,,,403,,,,,,,,
845,28,846,092.0 039.0,19-4903NS-HY-059-2242-09200390-0500A-7,500,6.55,34.183,,26.842,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.55,6.5,34.183,26.84,127.4,0.9,,,,,,,,,,503,,,,,,,,
846,28,847,092.0 039.0,19-4903NS-HY-059-2242-09200390-0598A-3,598,6.38,34.31,,26.966,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,598.0,6.38,6.33,34.31,26.96,117.0,1.02,,,,,,,,,,602,,,,,,,,
847,28,848,092.0 039.0,19-4903NS-HY-059-2242-09200390-0600A-7,600,6.37,34.312,,26.969,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,6.37,6.32,34.312,26.96,116.7,1.03,,,,,,,,,,604,,,,,,,,
848,28,849,092.0 039.0,19-4903NS-HY-059-2242-09200390-0700A-7,700,5.82,34.374,,27.088,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,5.82,5.76,34.374,27.08,106.1,1.14,,,,,,,,,,705,,,,,,,,
849,28,850,092.0 039.0,19-4903NS-HY-059-2242-09200390-0800A-7,800,5.23,34.413,,27.191,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,5.23,5.16,34.413,27.19,96.7,1.24,,,,,,,,,,806,,,,,,,,
850,28,851,092.0 039.0,19-4903NS-HY-059-2242-09200390-0896A-3,896,4.63,34.43,,27.273,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,896.0,4.63,4.56,34.43,27.27,88.9,1.33,,,,,,,,,,903,,,,,,,,
851,28,852,092.0 039.0,19-4903NS-HY-059-2242-09200390-0900A-7,900,4.62,34.43,,27.274,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.62,4.55,34.43,27.27,88.8,1.33,,,,,,,,,,907,,,,,,,,
852,28,853,092.0 039.0,19-4903NS-HY-059-2242-09200390-1000A-7,1000,4.3,34.419,,27.301,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,4.3,4.22,34.419,27.3,86.6,1.42,,,,,,,,,,1008,,,,,,,,
853,28,854,092.0 039.0,19-4903NS-HY-059-2242-09200390-1100A-7,1100,3.98,34.41,,27.328,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.98,3.9,34.41,27.32,84.2,1.51,,,,,,,,,,1109,,,,,,,,
854,28,855,092.0 039.0,19-4903NS-HY-059-2242-09200390-1200A-7,1200,3.66,34.403,,27.355,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.0,3.66,3.57,34.403,27.35,81.7,1.59,,,,,,,,,,1211,,,,,,,,
855,28,856,092.0 039.0,19-4903NS-HY-059-2242-09200390-1244A-3,1244,3.52,34.4,,27.366,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1244.0,3.52,3.43,34.4,27.36,80.5,1.62,,,,,,,,,,1255,,,,,,,,
856,29,857,092.0 048.0,19-4903NS-HY-060-0700-09200480-0000B-3,0,13.6,33.42,,25.049,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,13.6,13.6,33.42,25.04,290.1,0.0,,,,,,,,,,0,,,,,,,,
857,29,858,092.0 048.0,19-4903NS-HY-060-0700-09200480-0009A-3,9,13.65,33.49,,25.093,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.0,13.65,13.65,33.49,25.09,286.1,0.02,,,,,,,,,,9,,,,,,,,
